Tornado # in Year;Year;Month;Day;Time (CST);County;Damage Scale;Maximum Path Width (Yards);Path Length (Miles);Fatalities;Injuries;Location;
1;1794;8;NA;NA;NA;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1819;2;15;NA;Washington;NA;NA;27.5;1;NA;8 W Fairford - Saint Stephens;
1;1822;4;16;1700;Morgan;NA;880;NA;NA;NA;Exact Location Unknown;
2;1823;4;6;2100;Morgan;NA;1320;NA;NA;NA;Exact Location Unknown;
1;1823;NA;NA;NA;Chilton;NA;880;NA;NA;NA;Exact Location Unknown;
1;1824;NA;NA;NA;Pickens;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1826;3;29;NA;Montgomery;NA;NA;NA;NA;NA;Near Montgomery;
1;1829;4;25;NA;Tuscaloosa;NA;NA;NA;NA;NA;Exact Location Unknown;
2;1830;12;29;NA;Dallas;NA;NA;NA;3;NA;Selma;
1;1830;5;1;NA;Calhoun;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1831;12;29;NA;Dallas;NA;NA;NA;2;NA;Selma;
1;1834;6;16;1630;Morgan;NA;400;NA;NA;NA;Exact Location Unknown;
5;1840;3;24;1900;Mobile;NA;220;4+;1;2+;Spring Hill-Mobile;
4;1840;3;16;1800;Jefferson;NA;440;NA;NA;NA;Exact Location Unknown;
3;1840;3;10;1800;Blount;NA;880;NA;NA;NA;Exact Location Unknown;
2;1840;NA;NA;NA;Etowah;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1840;NA;NA;NA;Blount;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1842;3;4;0600;Tuscaloosa;NA;NA;19;1;10;WNW Tuscaloosa - SE Windham Springs;
1;1843;NA;NA;NA;Tuscaloosa;NA;200;NA;NA;NA;Exact Location Unknown;
1;1854;3;7;1300;Lee;NA;300;NA;NA;NA;Exact Location Unknown;
1;1855;3;12;NA;Pickens;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1857;5;24;NA;Cherokee;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1858;NA;NA;NA;Lee;NA;440;NA;NA;NA;Exact Location Unknown;
1;1860;2;24;NA;Marengo;NA;NA;0.10;NA;NA;Near Jefferson;
1;1861;11;30;2200;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
1;1863;3;4;2300;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
2;1864;12;25;0000;Lee;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1864;11;9;Evening;Autauga-Elmore;NA;150;NA;NA;NA;Exact Location Unknown;
1;1865;12;27;NA;NA;NA;NA;NA;15;NA;20 E Montgomery;
4;1866;5;6;NA;Perry;NA;NA;NA;NA;NA;Exact Location Unknown;
3;1866;5;6;2000;Talladega;NA;440;NA;NA;NA;Exact Location Unknown;
2;1866;4;16;2300;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
1;1866;NA;NA;NA;Cherokee;NA;NA;NA;NA;NA;Exact Location Unknown;
4;1867;5;26;2000;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
3;1867;5;4;0000;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
2;1867;4;29;1000;Tuscaloosa;NA;NA;13.0;NA;NA;1 W Tuscaloosa - 12 NE Tuscaloosa;
1;1867;2;15;NA;Calhoun;NA;NA;NA;NA;NA;Exact Location Unknown;
3;1868;5;5;NA;Pickens-Tuscaloosa**;NA;NA;28.7;7;NA;3.8 WSW Macedonia-Moores Bridge;
2;1868;5;5;NA;Talladega;NA;NA;NA;5;NA;3 S Talladega;
1;1868;2;12;1500;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
3;1869;5;6;1800;Pickens;NA;150;NA;NA;NA;Exact Location Unknown;
2;1869;4;NA;NA;Talladega;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1869;1;29;0830;Clay;NA;440;NA;NA;NA;Exact Location Unknown;
3;1870;12;24;NA;Calhoun;NA;NA;NA;NA;NA;Exact Location Unknown;
2;1870;4;23;NA;Marshall;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1870;1;NA;0800;Calhoun;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1871;5;1;1000;Coosa - Tallapoosa;NA;0;NA;NA;NA;Exact Location Unknown;
1;1873;11;16;0000;Cleburne;NA;300;NA;NA;NA;Exact Location Unknown;
7;1874;11;27;NA;Dallas;NA;NA;NA;NA;NA;Between Minter and Belknap;
6;1874;11;22;1800;Colbert-Lauderdale;F4;800;25.0;14;30;3 SW Tuscumbia-S Rogersville;
5;1874;11;22;Afternoon;Hale;NA;NA;16.9;NA;NA;4 WSW Moundville - 13.8 SE Moundville;
4;1874;11;22;Afternoon;Greene;NA;200;10.5;NA;NA;Trussels Ferry - Eutaw;
3;1874;11;22;0000;Shelby;F3;800;11.0;2;20;Montevallo-Shelby Springs;
2;1874;NA;NA;NA;Jackson;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1874;NA;NA;NA;Calhoun;NA;NA;NA;NA;NA;Exact Location Unknown;
6;1875;5;1;1200;Lee**;F3;300;17;4;6;4 N Opelika-Georgia State Line;
5;1875;5;1;1000;Coosa-Tallapoosa-Chambers**;F3;400;58;5;20;Rockford-West Point;
4;1875;3;20;NA;Pike;NA;NA;NA;NA;NA;Near Troy;
3;1875;3;20;1330;Lee-Chambers**;F4;300;16.7;0;10;Opelika-6 S West Point;
2;1875;2;24;1830;Pickens-Lamar;F3;150;NA;3;15;W Pickens Co;
1;1875;NA;NA;NA;Cherokee;NA;NA;NA;NA;NA;Exact Location Unknown;
3;1876;12;25;NA;Etowah;NA;NA;NA;NA;NA;Exact Location Unknown;
2;1876;4;23;NA;DeKalb;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1876;3;8;AM;Tallapoosa;NA;NA;NA;2;Several;Exact Location Unknown;
2;1878;4;23;1700;Hale;NA;NA;10.23;NA;NA;Near Havana to 9 ESE Moundville;
2;1878;3;27;NA;Hale;NA;NA;NA;NA;NA;Exact Location Unknown;
3;1879;4;16;0;Henry**;F2;NA;NA;2;0;1 S Otho;
2;1879;4;16;0;Russell-Lee;F2;600;10.0;1;15;Near County Line;
1;1879;2;NA;0;Chilton;NA;200;NA;NA;NA;Exact Location Unknown;
5;1880;12;NA;NA;Blount;NA;NA;NA;NA;NA;Exact Location Unknown;
4;1880;4;25;PM;Madison- Jackson;F2;800;15.66;3;2;NE Owens Crossroads - NE Paint Rock;
3;1880;3;18;1800;Pike-Crenshaw;F2;NA;15.0;0;0;1 S Luverne-6 ENE Goshen;
2;1880;3;15;PM;Barbour;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1880;2;13;NA;Chilton;NA;440;NA;NA;NA;Exact Location Unknown;
5;1881;3;23;1700;Sumter;F2;40;NA;0;0;N Sumterville;
4;1881;3;22;0100;Randolph;NA;NA;NA;NA;NA;Exact Location Unknown;
3;1881;2;26;0000;Perry;NA;100;NA;NA;NA;Exact Location Unknown;
2;1881;2;18;NA;Tuscaloosa;NA;NA;15.0;NA;NA;Exact Location Unknown;
1;1881;NA;NA;NA;Cherokee;NA;NA;NA;NA;NA;Exact Location Unknown;
12;1882;4;22;1600;Choctaw;NA;NA;NA;NA;NA;Near Riderwood;
11;1882;4;22;1600;Dallas;F2;400;15.0;5;20;14 S Selma;
10;1882;4;2;NA;Etowah;NA;NA;NA;NA;NA;Exact Location Unknown;
9;1882;3;27;2300;Barbour;F3;600;7.0;1;10;3 SSW Baker Hill;
8;1882;3;27;2300;Lee;F3;800;5.0;2;8;3 W Loachapoka-4 N Loachapoka;
7;1882;3;27;2200;Dallas;F2;NA;5.0;3;15;Liberty Hill-Bear Creek Bottom;
6;1882;3;27;2130;Henry;F2;NA;NA;1;1;N Abbeville;
5;1882;3;27;2100;Marengo;F2;NA;NA;0;0;Nanafalia;
4;1882;3;27;2100;Pike;F2;NA;7.0;0;10;Henderson-Spring Hill;
3;1882;3;27;2000;Butler;F3;200;12.0;2;20;N Garland-5 SE Georgiana;
2;1882;3;27;1430;Washington;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1882;2;28;1145;Madison;NA;300;NA;NA;NA;Exact Location Unknown;
9;1883;5;20;PM;Henry;NA;NA;NA;NA;NA;NW Headland;
8;1883;4;23;1630;Cherokee;NA;NA;NA;NA;NA;Exact Location Unknown;
7;1883;4;22;2330;Randolph;F2;NA;NA;1;5;6 W Roanoke;
6;1883;4;22;2230;St. Clair;F2;200;11.0;1;10;Springville-Whitney;
5;1883;4;22;2230;Cherokee;NA;NA;NA;NA;NA;Exact Location Unknown;
4;1883;4;22;NA;Jefferson;NA;NA;NA;NA;NA;Exact Location Unknown;
3;1883;4;22;NA;Talladega;NA;NA;NA;1;NA;Exact Location Unknown;
2;1883;4;2;NA;Blount;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1883;1;16;NA;Jefferson;NA;NA;NA;NA;NA;Exact Location Unknown;
33;1884;12;12;NA;Lee;NA;NA;11.36;NA;NA;3.6 WSW Auburn - 2.5 NNE Opelika;
32;1884;7;5;1800;Lawrence-Morgan;NA;NA;7.70;NA;NA;2.1 NE Hillsboro - 1.1 ESE Trinity;
31;1884;4;25;2100;Cherokee;NA;NA;13.92;NA;NA;4.8 WNW Cedar Bluff - 6.9 NE Gaylesville;
30;1884;4;19;NA;Elmore;NA;NA;19.37;NA;NA;4 SW Wetumpka - 3.7 E Eclectic;
29;1884;4;15;NA;Perry;NA;NA;NA;NA;NA;N Marion;
28;1884;4;15;NA;Morgan;NA;NA;NA;NA;2;Near Decatur;
27;1884;4;15;NA;Cullman;NA;NA;NA;NA;NA;Exact Location Unknown;
26;1884;4;15;NA;Henry;NA;NA;NA;NA;NA;Exact Location Unknown;
25;1884;4;14;2345;Lee;F2;NA;16;2;7;5.5 SW Auburn-4.9 ENE Opelika;
24;1884;4;14;1600;Franklin-Colbert;NA;NA;23.21;3;4;8.5 NW Russellville - 5.1 NE Leighton;
23;1884;4;12;1430;Lawrence;NA;NA;NA;NA;NA;4 N Courtland;
22;1884;4;2;NA;Madison;NA;NA;4.4;3;4;2 E New Market-6.3 NE New Market;
21;1884;4;2;NA;Blount;NA;NA;16.36;7;NA;2.8 S Remlap - 3.7 NE Highland Lake;
20;1884;4;2;0000;St. Clair;NA;NA;16;1;NA;2 NW Odenville-3.7 N Ragland;
19;1884;4;1;2200;Blount-Marshall DeKalb;F3;NA;61;0;10;2.44 SW Snead-4.5 SE Mentone;
18;1884;4;1;1800;Lawrence-Morgan-Limestone-Madison-Jackson;F2;NA;82;2;0;5.2 WSW Moulton - 4.7 N  Hollywood;
17;1884;3;25;PM;Chambers;NA;NA;NA;NA;NA;5 N Fredonia;
16;1884;3;25;2000;Cherokee;F2;NA;13.8;NA;1;Centre-9 E Cedar Bluff;
15;1884;3;25;1400;Jefferson;F2;100;NA;NA;3;Bessemer;
14;1884;3;24;0200;Barbour;F2;400;18;2;5;Clayton -11 NNW Eufaula;
13;1884;3;11;2230;Choctaw;F2;400;NA;0;0;Toxey;
12;1884;3;11;2230;Tuscaloosa;NA;NA;23;NA;NA;4.2 W Tuscaloosa - 8 NNE Brookwood;
11;1884;3;11;2000;Greene;F2;100;13;0;0;3.2 SSE Pleasant Ridge -2.9 NE Mantua;
10;1884;3;11;2000;Marshall;F2;880;10.0;2;20;8.5 S Guntersville-6 E Guntersville;
9;1884;3;11;1900;Pickens;F2;200;10.0;0;0;1.8 SW Pickensville -3.3 NW Carrollton;
8;1884;3;6;1600;Cherokee;NA;NA;13;NA;NA;11.8 S Centre - Forney;
7;1884;2;19;2100;Marshall;NA;NA;NA;NA;NA;Exact Location Unknown;
6;1884;2;19;1430;Talladega-Calhoun-Cherokee;F4;400;73;26;70;12 SW Talladega-13 E Centre;
5;1884;2;19;1320;Jefferson-St. Clair;F4;400;35.0;13;31;5 WSW Hoover-2.9 E Branchville;
4;1884;2;19;1230;Coosa;F2;NA;22.0;0;15;3 S Rockford-W Kellyton-E Goodwater;
3;1884;2;19;1200;Pickens;NA;NA;NA;NA;NA;Exact Location Unknown;
2;1884;2;19;1130;Pickens;F2;300;14;0;0;3.6 SW Macedonia-11 NNW Reform;
1;1884;1;11;1800;Fayette;NA;NA;NA;NA;NA;Exact Location Unknown;
14;1885;11;6;2200;Lamar;F2;400;11.15;NA;0;4.22 SW Vernon - 6.9 NE Vernon;
13;1885;11;6;2000;Sumter-Marengo;F2;400;12.0;0;20;SE Sumter Co.-NW Marengo Co;
12;1885;11;6;1530;Dallas;F4;800;30.0;13;400;3 SW Crumptonia - 1.95 E Tyler;
11;1885;11;6;1100;Morgan;NA;NA;0;NA;0;Near Trinity;
10;1885;5;6;1830;Madison;F2;0;15.0;0;0;2.1 SW Meridianville - 3.9 NE New Market;
9;1885;5;6;1630;Autauga-Chilton-Bibb;NA;NA;0;NA;0;Near Plantersville-Dixie-Randolph;
8;1885;4;30;1730;Dallas;NA;NA;11;NA;0;3 N Selma-1 NE Tyler;
7;1885;3;28;NA;Marshall;NA;NA;0;NA;0;Exact Location Unknown;
6;1885;2;20;1730;Coosa;NA;NA;0;NA;NA;Exact Location Unknown;
5;1885;1;11;2300;Macon;F3;0;10.6;1;5;4.5 SE Tuskegee - 5.6 NW Society Hill;
4;1885;1;11;2115;Coosa-Clay-Randolph;F3;600;60.0;2;20;7.1 SW Talladega Springs-9.4 NNE Roanoke;
3;1885;1;11;1900;Blount-Cullman-Marshall-Dekalb;F2;500;35.0;3;20;2.8 SW Good Hope -Collinsville;
2;1885;1;11;1830;Greene-Hale-Bibb-Chilton;F4;400;80.0;2;20;3.6 SW Boligee-3.3 NE Jemison;
1;1885;1;11;1700;Lamar-Fayette-Walker;F3;600;40.0;1;25;2 N Vernon-10 N Fayette-3 SE Eldridge;
5;1886;4;25;PM;Hale;NA;NA;17.0;NA;NA;3.6 WNW Sawyerville- Havana;
4;1886;3;20;1130;Bullock;F2;NA;19;7;2;3 NE Perote- 14 NE Union Springs;
3;1886;3;29;AM;Elmore;NA;NA;12.6;NA;NA;6.8 SE Blue Ridge- Tallassee;
2;1886;3;29;NA;Lee;NA;NA;8.0;NA;NA;5.1 SW Smiths- 3.1 NE Smiths;
1;1886;3;27;NA;Clarke;NA;440;14.0;NA;NA;10 SE Coffeeville- 4 NE Grove Hill;
3;1887;4;22;1800;Lamar;NA;NA;7.3;NA;NA;3.5 WSW Millport-4.5 N Kennedy;
2;1887;4;18;0300;Jefferson;F2;100;NA;NA;NA;Bessemer;
1;1887;1;13;NA;Washington;NA;NA;16.5;NA;NA;5 NE Citronelle-5 N McIntosh;
2;1888;6;26;NA;Talladega;NA;NA;13.6;NA;NA;8.1 SW Childersburg-4.6 ENE Childersburg;
1;1888;6;26;PM;Pike;NA;NA;5.9;NA;NA;4.3 E Troy-2.5 ESE Banks;
1;1889;2;18;0200;Bibb-Shelby;F2;200;14.0;4;30;4.8 NE Centreville-1 W of Montevallo;
5;1890;5;12;1830;Lawrence;NA;NA;NA;NA;NA;Moulton;
4;1890;2;27;NA;Talladega;F2;NA;5.0;NA;10;5 SW Talladega to Talladega;
3;1890;2;27;NA;Pickens;NA;NA;11.3;NA;NA;6.5 NW Reform-8 NNE Reform;
2;1890;2;27;1930;Pickens;F2;NA;11.3;1;3;6 SW Carrollton-5 NE Carrollton;
1;1890;2;7;NA;Geneva;F2;NA;6.0;1;3;Eunola-6 NE Eunola;
2;1891;2;9;1530;Shelby;F2;50;4;0;5;Helena;
1;1891;2;9;1500;Tuscaloosa;F2;500;NA;0;6;Coaling;
2;1892;11;7;AM;Monroe;NA;NA;NA;NA;NA;Exact Location Unknown;
1;1892;1;5;1700;Chambers-Randolph;F2;NA;17;3;20;9.3 SW Roanoke-7.8 NE Roanoke;
7;1893;11;7;NA;Monroe;NA;NA;NA;NA;NA;Damage Location Unknown;
6;1893;4;19;2300;Dale;F2;NA;7;0;1;4.7 SW Midland City-2.4 NE Midland City;
5;1893;4;19;2000;Choctaw;F3;800;14;0;10;9 WSW Lisman-5 NE Lisman;
4;1893;4;19;NA;Marengo;F2;0;0;0;1;12.3 SE Thomaston;
3;1893;3;3;1930;Choctaw-Marengo;NA;NA;8;NA;NA;4 SE Butler - 2 SW Putnam;
2;1893;3;3;1900;Chambers;F2;0;15.0;2;6;6 N of Lafayette-10 NE Five Points;
1;1893;3;3;1750;Sumter;F3;300;4;0;3;9 W Marion-Toomsuba-SE of Cuba;
2;1894;2;12;0400;Wilcox;F2;200;25.0;1;5;5 NE Coy-S Camden-Snow Hill;
1;1894;2;3;NA;Jefferson;NA;NA;12.75;4;26;2.3 E Forestdale-2.75 SW Trussville;
5;1895;7;21;2030;Baldwin;F2;50;5.0;0;4;Point Clear-Battles Wharf-2.3 E Fairhope;
4;1895;3;13;1000;Pike;NA;NA;NA;NA;NA;Near Brundidge;
3;1895;3;13;1000;Barbour;F2;400;15.0;0;2;3.9 SW Clayton-6.2 SE Comer;
2;1895;3;7;1545;Escambia;F2;200;4.0;0;0;3 W Brewton-2 N Brewton;
1;1895;1;15;2030;Mobile;NA;NA;8.4;NA;NA;Spring Hill - Saraland;
1;1896;6;9;1100;Marshall;F2;200;9.9;0;15;4 WNW Guntersville-6.4 SE Guntersville;
2;1897;10;31;2000;Baldwin;F2;100;2.5;1;5;Seminole;
1;1897;8;2;1600;Lowndes-Montgomery;F2;400;12.9;0;0;2.5 SSW Lowndesboro-8.8 W Montgomery;
1;1898;1;19;PM;Jefferson;F2;NA;36.3;NA;NA;10 SW Bessemer - 2.1 NW Leeds;
9;1899;3;29;1100;Jackson;NA;NA;11.5;NA;NA;1.5 W Scottsboro-1.5 SSE Fackler;
8;1899;3;28;1100;Lee;F2;0;0;1;0;Opelika;
7;1899;3;28;1100;Montgomery;F2;0;0;0;0;Hope Hull-N Fleta;
6;1899;3;28;0930;Dallas-Chilton;F2;200;4.0;0;0;Riderville;
5;1899;3;28;2030;Chilton-Shelby;F2;0;19.0;3;17;4 S of Montevallo-3 N Columbiana;
4;1899;3;18;1830;Calhoun-Cleburne;F4;400;19.2;12;30;4.9 WNW Heflin-1.9 NE Muscadine;
3;1899;3;18;1310;Montgomery-Crenshaw;F2;100;4.0;1;10;5.4 NW Highland Home-3.5 NW Ramer;
2;1899;3;15;0545;Jefferson;F2;30;4.0;0;3;Birmingham-Avondale-Woodlawn;
1;1899;3;15;0200;Walker;F2;400;10.7;0;0;8.4 S Jasper 5.1 E Jasper;
7;1900;12;23;0230;Butler;F2;70;12.0;0;3;10.4 SW Greenville-5.5 NE Greenville;
6;1900;12;23;0200;Mobile;F2;400;6.0;0;0;Wilmer - Chunchula;
5;1900;11;21;0230;Madison;F2;100;3.0;0;0;Huntsville;
4;1900;11;20;1730;Marion;F3;200;4.0;0;11;1.3 SE Hamilton-5 ENE Hamilton;
3;1900;6;24;1500;Cullman;NA;NA;NA;NA;NA;5 SW Good Hope - West Point;
2;1900;6;24;1100;Jefferson;NA;NA;27;NA;NA;6 SE Oak Grove - 3 S Kimberly;
1;1900;6;24;0645;Greene;NA;NA;11;NA;NA;4 W Eutaw-7 NE Eutaw;
2;1901;4;17;2100;Pickens;F2;40;1.0;0;0;Carrollton;
1;1901;3;25;0945;Jefferson;F3;50;15.0;25;100;Birmingham-Avondale-Irondale;
4;1902;6;16;0;Russell;F2;50;3.0;0;0;8 ESE Hurtsboro;
3;1902;3;28;1530;Franklin;F2;300;23;0;8;Sarepta-Isbell;
2;1902;3;16;0100;Greene;F2;50;1.0;1;12;Eutaw;
1;1902;3;16;0100;Bibb-Shelby;F2;400;9.0;1;25;Piper-Gurnee Junction;
5;1903;11;11;1600;Shelby;F2;100;2.0;0;0;2 W Aldrich;
4;1903;4;13;0700;Monroe-Conecuh;F2;100;12.0;4;5;2 NW Peterman-4 SE Burnt Corn;
3;1903;4;13;0530;Bibb-Shelby;F2;NA;17.3;0;0;Coleamore-10 W Alabaster;
2;1903;4;8;0300;Cherokee;F2;NA;NA;1;10;Leesburg;
1;1903;4;8;0130;Blount-Cullman;F4;100;20.0;19;100;Hopewell-Summit;
2;1904;5;30;1600;Mobile;F2;200;6.0;0;0;Tillman's Corner - Mobile;
1;1904;1;22;0020;Hale-Tuscaloosa;F4;300;15;36;150;2 SW Moundville- 3.4 SW Cottondale;
1;1905;3;20;1720;Chambers-Randolph;F3;150;12;6;17;5 SW Roanoke-Doublehead-Glenn-2.8 NE Rock Mills;
4;1906;10;5;1030;Mobile;F2;30;NA;0;0;Oak Grove;
3;1906;10;5;0400;Jackson-DeKalb;F2;300;5.0;0;0;Henagar;
2;1906;1;3;1130;Pike;F3;200;2.0;2;20;8 NE Banks;
1;1906;1;3;0900;Montgomery;F2;300;1.0;1;5;Vaughan-4 SE Montgomery;
5;1907;4;5;1745;Escambia;F2;200;1;0;0;1 S Bluff Springs;
4;1907;4;5;1600;Hale-Perry;F2;NA;15.0;1;5;Laneville-15 E Demopolis-5 NW Marion;
3;1907;4;5;1600;Coffee-Dale;F2;NA;15.0;1;20;Central City-N Clayhatchee;
2;1907;4;5;1600;Russell-Lee;F2;400;10.0;0;5;W Crawford-Dudley-Phenix City-E Salem;
1;1907;4;5;1430;Crenshaw;F3;NA;7.0;3;15;Patsburg-Petrey-Bradleytown;
9;1908;5;18;1600;Escambia;NA;NA;NA;0;2+;4 N Atmore;
8;1908;4;30;0200;Coffee-Pike;F3;NA;16.50;0;10;12 SW Brundidge-7 E Brundidge;
7;1908;4;30;0130;Montgomery;F2;400;3.0;0;8;Grady;
6;1908;4;30;0100;Covington;F2;NA;NA;0;1;4 S Red Level;
5;1908;4;24;2130;Montgomery-Elmore;F2;NA;4.0;0;0;7 NE Montgomery-11 NE Montgomery;
4;1908;4;24;2100;Lowndes;F2;250;5.0;2;22;2 SW Fort Deposit - 3 NE Fort Deposit;
3;1908;4;24;1910;Cherokee;F4;400;6;1;20;Bluffton-Cave Springs;
2;1908;4;24;1440;Walker-Jefferson-Blount-Marshall-Dekalb;F4;500;105.0;35;188;Dora-Bergens-Warrior-Albertville-Sylvania;
1;1908;1;26;1800;Etowah;F2;0;5.0;0;0;Hokes Bluff-Coates Bend;
14;1909;10;14;1700;Marshall-Jackson;F2;400;15.0;7;50;S Woodville-8 S Scottsboro;
13;1909;10;14;1600;Lawrence;F2;100;NA;0;0;Courtland;
12;1909;10;14;1530;Franklin;F2;100;NA;3;27;S Russellville;
11;1909;5;30;1700;Morgan-Limestone-Madison;F2;NA;38.9;0;5;7.4 SSW Decatur- 4 NW Gurley;
10;1909;5;25;0300;Escambia;NA;800;7;NA;NA;5.8 WSW Brewton- Brewton;
9;1909;4;30;2000;Clay;F2;1320;16.4;0;7;6.5 SW Pyriton-Delta;
8;1909;4;30;1645;Calhoun;F2;100;9.3;0;1;6.6 SW Piedmont-2.8 NE Piedmont;
7;1909;4;30;1200;Lawrence-Morgan;F2;200;24.7;4;18;7 SW Moulton-3 N Hartselle;
6;1909;4;30;NA;Clarke;F2;NA;NA;1;1;Cunningham Landing;
5;1909;4;29;2300;Limestone;F2;100;2;0;0;Alabama Line-5 NW Fayetteville;
4;1909;4;13;0245;Calhoun;F2;NA;8.2;0;0;4.5 W Oxford-2.5 E Anniston;
3;1909;2;23;NA;Colbert-Lawrence;F3;100;6.5;1;1;4.3 SSW Leighton-1.5 SW Town Creek;
2;1909;2;5;1640;Lowndes-Montgomery;F2;150;14.4;3;40;3 S Lowndesboro-7 WNW Montgomery;
1;1909;2;5;1315;Blount-Cullman;F3;200;12.0;3;25;5 SW Hanceville-2.8 NW Blountsville;
3;1910;4;27;NA;Macon;NA;NA;NA;NA;NA;Near Warriorstand;
2;1910;4;26;NA;Macon;NA;NA;NA;NA;NA;South of Warriorstand;
1;1910;4;15;1130;Monroe-Wilcox-Butler;F2;NA;17;1;20;7.3 SW Pine Apple-13.5 NW Greenville;
1;1911;3;26;1645;Clarke-Monroe;F3;200;29.0;3;50;Gainestown-4.7 NE Excel;
6;1912;5;11;2000;Talladega;F2;500;1.0;0;5;Talladega;
5;1912;4;22;0430;Jefferson;F2;0;10.0;1;50;3.7 SW Adamsville-3.1 NE Brookside;
4;1912;4;17;0400;Pike;NA;NA;9.7;NA;2;12.8 NW Troy-9.1 N Troy;
3;1912;4;17;0345;Butler;NA;NA;10.6;NA;NA;Wald-9.8 SE Greenville;
2;1912;3;15;0300;Geneva-Dale-Houston-Henry;F3;400;48.0;9;50;Geneva-Hartford-Wicksburg-Headland-Near Columbia;
1;1912;3;14;1130;Henry;NA;NA;NA;NA;NA;North of Haleburg;
15;1913;3;21;0500;Wilcox;F2;200;12.0;1;10;Asahel-8 E Lower Peach Tree-3 E Camden;
14;1913;3;21;0430;Clarke-Wilcox;F4;400;13.0;27;60;Scyrene-Lower Peach Tree;
13;1913;3;21;0300;Talladega-Clay-Cleburne;F2;0;35.0;0;10;8 E Talladega-Heflin;
12;1913;3;21;0130;Morgan-Limestone-Madison;F2;100;40.0;3;20;Near Trinity-Near Meridianville;
11;1913;3;21;0100;Lauderdale;F2;0;0;3;0;Near Florence;
10;1913;3;14;0330;Russell;F2;50;1;0;12;Phenix City-Columbus Ga;
9;1913;3;14;0200;Bullock;F2;0;0;1;0;Wiley Hill Plantation;
8;1913;3;14;0100;Montgomery-Macon;F2;50;4.0;1;15;16 E Montgomery-to near county line;
7;1913;3;13;1700;Limestone;F2;0;0;0;15;3 W Tanner;
6;1913;3;13;N/A;Etowah-Cherokee;F3;0;7.0;4;25;12 E Gadsden-Hokes Bluff-Gaylesville;
5;1913;3;13;1530;Shelby-Talladega;F2;200;12.0;0;8;Wilsonville-1 W Childersburg;
4;1913;3;13;1530;Calhoun;F3;100;15.0;4;10;Mt. Gideon-12 SE Gadsden;
3;1913;3;13;1345;Lauderdale;F2;200;1.5;0;0;SW Iron City-E Loretto-E Lawrenceburg;
2;1913;3;2;0200;Lawrence-Morgan;F2;0;3.0;1;10;Near Trinity;
1;1913;2;27;0645;Pike-Butler-Crenshaw;F2;0;45.0;3;4;N Greenville-N Troy;
4;1915;12;17;N/A;Montgomery;F2;50;0;0;1;Montgomery;
3;1915;12;17;N/A;Chilton;F2;0;0;0;10;Mountain Creek;
2;1915;12;17;0500;Lamar;F2;400;0;0;16;1 SE Millport;
1;1915;12;17;0400;Sumter;F2;0;3;0;5;SE Scooba-Geiger;
10;1916;10;18;1430;Covington;F2;50;0;1;0;Florala;
9;1916;7;6;1630;Tallapoosa;F2;70;5.0;0;0;Hackneyville;
8;1916;7;6;1600;Dallas;F2;0;0;0;8;12 W Selma;
7;1916;7;6;1600;Chilton;F2;0;0;0;2;6 SW Clanton;
6;1916;7;6;1500;Lowndes;F2;300;2.0;0;2;Lowndesboro;
5;1916;6;6;1100;Jefferson;F2;200;7.5;0;5;27 SW Birmingham;
4;1916;5;22;0047;Jefferson;F2;150;1.0;3;4;6 SW Birmingham;
3;1916;4;20;1830;Washington;F2;0;0;0;10;Yellow Pine;
2;1916;4;20;1640;Mobile;F2;25;6.0;1;1;8 SW Mobile - 3 W Mobile;
1;1916;2;28;2230;Montgomery;F2;50;0;0;1;4 N Montgomery;
13;1917;5;28;0100;Madison-Marshall-Jackson;F3;200;18.0;6;35;Near New Hope;
12;1917;5;28;0045;Talladega;F2;800;0;1;4;Sylacauga;
11;1917;5;28;0010;Tuscaloosa-Bibb;F2;300;18.0;1;10;SE Tuscaloosa-Woodstock;
10;1917;5;27;2235;Tuscaloosa;F3;500;5.0;5;10;Windham Springs;
9;1917;5;27;2145;Blount;F2;0;0;1;15;Lees Chapel;
8;1917;5;27;2045;Walker;F3;800;17.0;9;100;Carbon Hill-Manchester;
7;1917;5;27;2045;Jefferson-Blount;F4;800;25.0;27;100;Sayre-Bradford-Village Springs;
